                         vars   n     mean       sd   median  trimmed      mad      min      max    range  skew kurtosis       se
LS.LS3                   |                 PPC.PPC2 |  0.36 | [ 0.28,  0.44] |  8.47 | 477 | < .001***
LS.LS3                   |                 PPC.PPC3 |  0.40 | [ 0.32,  0.47] |  9.43 | 477 | < .001***
LS.LS3                   |                 PPC.PPC4 |  0.39 | [ 0.32,  0.47] |  9.35 | 477 | < .001***
LS.LS3                   |                 PPC.PPC5 |  0.41 | [ 0.34,  0.49] |  9.92 | 477 | < .001***
LS.LS3                   |                 PPC.PPC6 |  0.44 | [ 0.37,  0.51] | 10.72 | 477 | < .001***
LS.LS3                   |                   PS.PS1 |  0.45 | [ 0.38,  0.52] | 11.13 | 477 | < .001***
LS.LS3                   |                   PS.PS2 |  0.41 | [ 0.34,  0.49] |  9.94 | 477 | < .001***
LS.LS3                   |                   PS.PS3 |  0.42 | [ 0.34,  0.49] | 10.08 | 477 | < .001***
LS.LS3                   |                   PS.PS4 |  0.36 | [ 0.27,  0.43] |  8.31 | 477 | < .001***
LS.LS3                   |                   PS.PS5 |  0.42 | [ 0.34,  0.49] |  9.96 | 477 | < .001***
LS.LS3                   |                   PS.PS6 |  0.44 | [ 0.36,  0.51] | 10.57 | 477 | < .001***
LS.LS3                   |                   PS.PS7 |  0.41 | [ 0.34,  0.48] |  9.91 | 477 | < .001***
LS.LS3                   |                   PS.PS8 |  0.36 | [ 0.28,  0.43] |  8.40 | 477 | < .001***
LS.LS3                   |                   PS.PS9 |  0.43 | [ 0.35,  0.50] | 10.32 | 477 | < .001***
LS.LS3                   |                  PS.PS10 |  0.46 | [ 0.39,  0.53] | 11.29 | 477 | < .001***
LS.LS3                   |                  PS.PS11 |  0.40 | [ 0.32,  0.47] |  9.42 | 477 | < .001***
LS.LS3                   |                 PUI.PUI1 |  0.44 | [ 0.37,  0.51] | 10.79 | 477 | < .001***
LS.LS3                   |                 PUI.PUI2 |  0.47 | [ 0.40,  0.54] | 11.74 | 477 | < .001***
LS.LS3                   |                 PUI.PUI3 |  0.42 | [ 0.34,  0.49] | 10.10 | 477 | < .001***
LS.LS3                   |                 PUI.PUI4 |  0.34 | [ 0.25,  0.41] |  7.78 | 477 | < .001***
LS.LS3                   |                 PUI.PUI5 |  0.46 | [ 0.38,  0.52] | 11.20 | 477 | < .001***
LS.LS3                   |                 PUI.PUI6 |  0.43 | [ 0.35,  0.50] | 10.29 | 477 | < .001***
LS.LS3                   |                 PUI.PUI7 |  0.50 | [ 0.43,  0.57] | 12.65 | 477 | < .001***
LS.LS3                   |                 PUI.PUI8 |  0.40 | [ 0.33,  0.48] |  9.62 | 477 | < .001***
LS.LS3                   |                 TKR.TKR1 |  0.28 | [ 0.20,  0.36] |  6.44 | 477 | < .001***
LS.LS3                   |                 TKR.TKR2 |  0.34 | [ 0.25,  0.41] |  7.77 | 477 | < .001***
LS.LS3                   |                 TKR.TKR3 |  0.33 | [ 0.24,  0.40] |  7.52 | 477 | < .001***
LS.LS3                   |                 TKR.TKR4 |  0.27 | [ 0.18,  0.35] |  6.02 | 477 | < .001***
LS.LS3                   |                 WEI.WEI1 |  0.46 | [ 0.38,  0.53] | 11.27 | 477 | < .001***
LS.LS3                   |                 WEI.WEI2 |  0.45 | [ 0.37,  0.51] | 10.88 | 477 | < .001***
LS.LS3                   |                 WEI.WEI3 |  0.41 | [ 0.33,  0.48] |  9.84 | 477 | < .001***
LS.LS3                   |                 WEI.WEI4 |  0.45 | [ 0.38,  0.52] | 11.06 | 477 | < .001***
LS.LS3                   |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.49 | 477 | < .001***
LS.LS3                   |                 WEI.WEI6 |  0.39 | [ 0.31,  0.46] |  9.12 | 477 | < .001***
LS.LS3                   |                 WEI.WEI7 |  0.45 | [ 0.38,  0.52] | 11.03 | 477 | < .001***
LS.LS3                   |                 WEI.WEI8 |  0.50 | [ 0.42,  0.56] | 12.47 | 477 | < .001***
LS.LS3                   |            WORKPACE.SQ01 |  0.25 | [ 0.16,  0.33] |  5.52 | 475 | < .001***
LS.LS3                   |                 AUTONOMY |  0.28 | [ 0.19,  0.36] |  6.35 | 475 | < .001***
LS.LS3                   |                 MEASURES |  0.21 | [ 0.12,  0.29] |  4.71 | 477 | 0.019*   
LS.LS4                   |                   LS.LS5 |  0.57 | [ 0.50,  0.63] | 15.10 | 477 | < .001***
LS.LS4                   |                   LS.LS6 |  0.57 | [ 0.51,  0.63] | 15.28 | 477 | < .001***
LS.LS4                   |                   LS.LS7 |  0.52 | [ 0.46,  0.59] | 13.46 | 477 | < .001***
LS.LS4                   |                   LS.LS8 |  0.61 | [ 0.55,  0.66] | 16.61 | 477 | < .001***
LS.LS4                   |                 PPC.PPC1 |  0.44 | [ 0.36,  0.51] | 10.63 | 477 | < .001***
LS.LS4                   |                 PPC.PPC2 |  0.40 | [ 0.32,  0.47] |  9.46 | 477 | < .001***
LS.LS4                   |                 PPC.PPC3 |  0.45 | [ 0.37,  0.52] | 10.97 | 477 | < .001***
LS.LS4                   |                 PPC.PPC4 |  0.51 | [ 0.44,  0.57] | 12.92 | 477 | < .001***
LS.LS4                   |                 PPC.PPC5 |  0.47 | [ 0.40,  0.54] | 11.63 | 477 | < .001***
LS.LS4                   |                 PPC.PPC6 |  0.47 | [ 0.40,  0.54] | 11.63 | 477 | < .001***
LS.LS4                   |                   PS.PS1 |  0.48 | [ 0.41,  0.55] | 12.04 | 477 | < .001***
LS.LS4                   |                   PS.PS2 |  0.51 | [ 0.44,  0.57] | 12.88 | 477 | < .001***
LS.LS4                   |                   PS.PS3 |  0.51 | [ 0.44,  0.57] | 12.83 | 477 | < .001***
LS.LS4                   |                   PS.PS4 |  0.48 | [ 0.40,  0.54] | 11.79 | 477 | < .001***
LS.LS4                   |                   PS.PS5 |  0.43 | [ 0.35,  0.50] | 10.27 | 477 | < .001***
LS.LS4                   |                   PS.PS6 |  0.46 | [ 0.38,  0.52] | 11.21 | 477 | < .001***
LS.LS4                   |                   PS.PS7 |  0.50 | [ 0.43,  0.56] | 12.49 | 477 | < .001***
LS.LS4                   |                   PS.PS8 |  0.48 | [ 0.40,  0.54] | 11.83 | 477 | < .001***
LS.LS4                   |                   PS.PS9 |  0.45 | [ 0.38,  0.52] | 11.07 | 477 | < .001***
LS.LS4                   |                  PS.PS10 |  0.51 | [ 0.44,  0.57] | 12.90 | 477 | < .001***
LS.LS4                   |                  PS.PS11 |  0.52 | [ 0.45,  0.58] | 13.36 | 477 | < .001***
LS.LS4                   |                 PUI.PUI1 |  0.52 | [ 0.45,  0.59] | 13.40 | 477 | < .001***
LS.LS4                   |                 PUI.PUI2 |  0.53 | [ 0.46,  0.59] | 13.65 | 477 | < .001***
LS.LS4                   |                 PUI.PUI3 |  0.45 | [ 0.37,  0.52] | 10.99 | 477 | < .001***
LS.LS4                   |                 PUI.PUI4 |  0.46 | [ 0.39,  0.53] | 11.30 | 477 | < .001***
LS.LS4                   |                 PUI.PUI5 |  0.52 | [ 0.45,  0.58] | 13.21 | 477 | < .001***
LS.LS4                   |                 PUI.PUI6 |  0.46 | [ 0.38,  0.52] | 11.22 | 477 | < .001***
LS.LS4                   |                 PUI.PUI7 |  0.54 | [ 0.48,  0.60] | 14.12 | 477 | < .001***
LS.LS4                   |                 PUI.PUI8 |  0.49 | [ 0.42,  0.56] | 12.43 | 477 | < .001***
LS.LS4                   |                 TKR.TKR1 |  0.27 | [ 0.19,  0.35] |  6.20 | 477 | < .001***
LS.LS4                   |                 TKR.TKR2 |  0.33 | [ 0.25,  0.41] |  7.65 | 477 | < .001***
LS.LS4                   |                 TKR.TKR3 |  0.37 | [ 0.29,  0.44] |  8.65 | 477 | < .001***
LS.LS4                   |                 TKR.TKR4 |  0.29 | [ 0.21,  0.37] |  6.70 | 477 | < .001***
LS.LS4                   |                 WEI.WEI1 |  0.51 | [ 0.44,  0.57] | 12.82 | 477 | < .001***
LS.LS4                   |                 WEI.WEI2 |  0.50 | [ 0.43,  0.57] | 12.69 | 477 | < .001***
LS.LS4                   |                 WEI.WEI3 |  0.43 | [ 0.35,  0.50] | 10.28 | 477 | < .001***
LS.LS4                   |                 WEI.WEI4 |  0.45 | [ 0.38,  0.52] | 11.08 | 477 | < .001***
LS.LS4                   |                 WEI.WEI5 |  0.48 | [ 0.41,  0.55] | 12.11 | 477 | < .001***
LS.LS4                   |                 WEI.WEI6 |  0.40 | [ 0.33,  0.48] |  9.66 | 477 | < .001***
LS.LS4                   |                 WEI.WEI7 |  0.48 | [ 0.41,  0.55] | 12.11 | 477 | < .001***
LS.LS4                   |                 WEI.WEI8 |  0.45 | [ 0.38,  0.52] | 11.00 | 477 | < .001***
LS.LS4                   |            WORKPACE.SQ01 |  0.29 | [ 0.21,  0.37] |  6.72 | 475 | < .001***
LS.LS4                   |                 AUTONOMY |  0.27 | [ 0.19,  0.35] |  6.17 | 475 | < .001***
LS.LS5                   |                   LS.LS6 |  0.57 | [ 0.51,  0.63] | 15.31 | 477 | < .001***
LS.LS5                   |                   LS.LS7 |  0.51 | [ 0.44,  0.57] | 13.00 | 477 | < .001***
LS.LS5                   |                   LS.LS8 |  0.60 | [ 0.54,  0.66] | 16.44 | 477 | < .001***
LS.LS5                   |                 PPC.PPC1 |  0.51 | [ 0.44,  0.57] | 12.82 | 477 | < .001***
LS.LS5                   |                 PPC.PPC2 |  0.37 | [ 0.29,  0.45] |  8.78 | 477 | < .001***
LS.LS5                   |                 PPC.PPC3 |  0.38 | [ 0.30,  0.46] |  9.08 | 477 | < .001***
LS.LS5                   |                 PPC.PPC4 |  0.42 | [ 0.34,  0.49] | 10.10 | 477 | < .001***
LS.LS5                   |                 PPC.PPC5 |  0.47 | [ 0.39,  0.53] | 11.49 | 477 | < .001***
LS.LS5                   |                 PPC.PPC6 |  0.50 | [ 0.43,  0.56] | 12.48 | 477 | < .001***
LS.LS5                   |                   PS.PS1 |  0.52 | [ 0.46,  0.59] | 13.43 | 477 | < .001***
LS.LS5                   |                   PS.PS2 |  0.50 | [ 0.43,  0.57] | 12.77 | 477 | < .001***
LS.LS5                   |                   PS.PS3 |  0.50 | [ 0.43,  0.56] | 12.62 | 477 | < .001***
LS.LS5                   |                   PS.PS4 |  0.41 | [ 0.33,  0.48] |  9.79 | 477 | < .001***
LS.LS5                   |                   PS.PS5 |  0.42 | [ 0.35,  0.49] | 10.15 | 477 | < .001***
LS.LS5                   |                   PS.PS6 |  0.50 | [ 0.43,  0.57] | 12.65 | 477 | < .001***
LS.LS5                   |                   PS.PS7 |  0.47 | [ 0.40,  0.54] | 11.64 | 477 | < .001***
LS.LS5                   |                   PS.PS8 |  0.40 | [ 0.32,  0.47] |  9.40 | 477 | < .001***
LS.LS5                   |                   PS.PS9 |  0.49 | [ 0.42,  0.56] | 12.33 | 477 | < .001***
LS.LS5                   |                  PS.PS10 |  0.50 | [ 0.43,  0.57] | 12.69 | 477 | < .001***
LS.LS5                   |                  PS.PS11 |  0.49 | [ 0.42,  0.55] | 12.19 | 477 | < .001***
LS.LS5                   |                 PUI.PUI1 |  0.52 | [ 0.45,  0.58] | 13.15 | 477 | < .001***
LS.LS5                   |                 PUI.PUI2 |  0.54 | [ 0.47,  0.60] | 14.02 | 477 | < .001***
LS.LS5                   |                 PUI.PUI3 |  0.52 | [ 0.45,  0.58] | 13.23 | 477 | < .001***
LS.LS5                   |                 PUI.PUI4 |  0.46 | [ 0.38,  0.53] | 11.25 | 477 | < .001***
LS.LS5                   |                 PUI.PUI5 |  0.48 | [ 0.41,  0.55] | 11.96 | 477 | < .001***
LS.LS5                   |                 PUI.PUI6 |  0.42 | [ 0.34,  0.49] | 10.01 | 477 | < .001***
LS.LS5                   |                 PUI.PUI7 |  0.54 | [ 0.48,  0.60] | 14.19 | 477 | < .001***
LS.LS5                   |                 PUI.PUI8 |  0.43 | [ 0.36,  0.50] | 10.45 | 477 | < .001***
LS.LS5                   |                 TKR.TKR1 |  0.30 | [ 0.21,  0.37] |  6.75 | 477 | < .001***
LS.LS5                   |                 TKR.TKR2 |  0.38 | [ 0.30,  0.45] |  8.98 | 477 | < .001***
LS.LS5                   |                 TKR.TKR3 |  0.32 | [ 0.24,  0.40] |  7.47 | 477 | < .001***
LS.LS5                   |                 TKR.TKR4 |  0.29 | [ 0.20,  0.37] |  6.53 | 477 | < .001***
LS.LS5                   |                 WEI.WEI1 |  0.50 | [ 0.43,  0.57] | 12.74 | 477 | < .001***
LS.LS5                   |                 WEI.WEI2 |  0.52 | [ 0.45,  0.58] | 13.23 | 477 | < .001***
LS.LS5                   |                 WEI.WEI3 |  0.48 | [ 0.41,  0.55] | 12.10 | 477 | < .001***
LS.LS5                   |                 WEI.WEI4 |  0.41 | [ 0.33,  0.48] |  9.85 | 477 | < .001***
LS.LS5                   |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.53 | 477 | < .001***
LS.LS5                   |                 WEI.WEI6 |  0.40 | [ 0.32,  0.47] |  9.59 | 477 | < .001***
LS.LS5                   |                 WEI.WEI7 |  0.44 | [ 0.37,  0.51] | 10.77 | 477 | < .001***
LS.LS5                   |                 WEI.WEI8 |  0.51 | [ 0.44,  0.57] | 12.95 | 477 | < .001***
LS.LS5                   |            WORKPACE.SQ01 |  0.31 | [ 0.23,  0.39] |  7.19 | 475 | < .001***
LS.LS5                   |                 AUTONOMY |  0.31 | [ 0.23,  0.39] |  7.20 | 475 | < .001***
LS.LS6                   |                   LS.LS7 |  0.56 | [ 0.50,  0.62] | 14.91 | 477 | < .001***
LS.LS6                   |                   LS.LS8 |  0.57 | [ 0.50,  0.63] | 15.08 | 477 | < .001***
LS.LS6                   |                 PPC.PPC1 |  0.52 | [ 0.45,  0.58] | 13.27 | 477 | < .001***
LS.LS6                   |                 PPC.PPC2 |  0.34 | [ 0.26,  0.42] |  7.94 | 477 | < .001***
LS.LS6                   |                 PPC.PPC3 |  0.45 | [ 0.38,  0.52] | 11.00 | 477 | < .001***
LS.LS6                   |                 PPC.PPC4 |  0.49 | [ 0.42,  0.56] | 12.37 | 477 | < .001***
LS.LS6                   |                 PPC.PPC5 |  0.49 | [ 0.42,  0.56] | 12.28 | 477 | < .001***
LS.LS6                   |                 PPC.PPC6 |  0.49 | [ 0.42,  0.56] | 12.32 | 477 | < .001***
LS.LS6                   |                   PS.PS1 |  0.53 | [ 0.47,  0.60] | 13.83 | 477 | < .001***
LS.LS6                   |                   PS.PS2 |  0.54 | [ 0.47,  0.60] | 13.96 | 477 | < .001***
LS.LS6                   |                   PS.PS3 |  0.52 | [ 0.45,  0.58] | 13.15 | 477 | < .001***
LS.LS6                   |                   PS.PS4 |  0.48 | [ 0.41,  0.55] | 11.93 | 477 | < .001***
LS.LS6                   |                   PS.PS5 |  0.52 | [ 0.45,  0.58] | 13.12 | 477 | < .001***
LS.LS6                   |                   PS.PS6 |  0.54 | [ 0.48,  0.60] | 14.17 | 477 | < .001***
LS.LS6                   |                   PS.PS7 |  0.52 | [ 0.45,  0.58] | 13.14 | 477 | < .001***
LS.LS6                   |                   PS.PS8 |  0.45 | [ 0.37,  0.52] | 10.92 | 477 | < .001***
LS.LS6                   |                   PS.PS9 |  0.54 | [ 0.47,  0.60] | 14.05 | 477 | < .001***
LS.LS6                   |                  PS.PS10 |  0.52 | [ 0.45,  0.58] | 13.19 | 477 | < .001***
LS.LS6                   |                  PS.PS11 |  0.49 | [ 0.42,  0.56] | 12.40 | 477 | < .001***
LS.LS6                   |                 PUI.PUI1 |  0.59 | [ 0.52,  0.64] | 15.80 | 477 | < .001***
LS.LS6                   |                 PUI.PUI2 |  0.55 | [ 0.48,  0.61] | 14.21 | 477 | < .001***
LS.LS6                   |                 PUI.PUI3 |  0.50 | [ 0.43,  0.57] | 12.67 | 477 | < .001***
LS.LS6                   |                 PUI.PUI4 |  0.49 | [ 0.42,  0.56] | 12.32 | 477 | < .001***
LS.LS6                   |                 PUI.PUI5 |  0.53 | [ 0.46,  0.59] | 13.50 | 477 | < .001***
LS.LS6                   |                 PUI.PUI6 |  0.42 | [ 0.34,  0.49] | 10.14 | 477 | < .001***
LS.LS6                   |                 PUI.PUI7 |  0.55 | [ 0.48,  0.61] | 14.20 | 477 | < .001***
LS.LS6                   |                 PUI.PUI8 |  0.50 | [ 0.43,  0.57] | 12.77 | 477 | < .001***
LS.LS6                   |                 TKR.TKR1 |  0.31 | [ 0.23,  0.39] |  7.21 | 477 | < .001***
LS.LS6                   |                 TKR.TKR2 |  0.35 | [ 0.26,  0.42] |  8.04 | 477 | < .001***
LS.LS6                   |                 TKR.TKR3 |  0.40 | [ 0.32,  0.47] |  9.43 | 477 | < .001***
LS.LS6                   |                 TKR.TKR4 |  0.35 | [ 0.27,  0.42] |  8.08 | 477 | < .001***
LS.LS6                   |                 WEI.WEI1 |  0.55 | [ 0.48,  0.61] | 14.28 | 477 | < .001***
LS.LS6                   |                 WEI.WEI2 |  0.52 | [ 0.45,  0.58] | 13.17 | 477 | < .001***
LS.LS6                   |                 WEI.WEI3 |  0.50 | [ 0.43,  0.57] | 12.73 | 477 | < .001***
LS.LS6                   |                 WEI.WEI4 |  0.49 | [ 0.41,  0.55] | 12.15 | 477 | < .001***
LS.LS6                   |                 WEI.WEI5 |  0.50 | [ 0.43,  0.56] | 12.60 | 477 | < .001***
LS.LS6                   |                 WEI.WEI6 |  0.46 | [ 0.38,  0.53] | 11.27 | 477 | < .001***
LS.LS6                   |                 WEI.WEI7 |  0.57 | [ 0.51,  0.63] | 15.31 | 477 | < .001***
LS.LS6                   |                 WEI.WEI8 |  0.55 | [ 0.49,  0.61] | 14.55 | 477 | < .001***
LS.LS6                   |            WORKPACE.SQ01 |  0.31 | [ 0.23,  0.39] |  7.23 | 475 | < .001***
LS.LS6                   |                 AUTONOMY |  0.25 | [ 0.16,  0.33] |  5.56 | 475 | < .001***
LS.LS7                   |                   LS.LS8 |  0.57 | [ 0.51,  0.63] | 15.20 | 477 | < .001***
LS.LS7                   |                 PPC.PPC1 |  0.46 | [ 0.38,  0.53] | 11.24 | 477 | < .001***
LS.LS7                   |                 PPC.PPC2 |  0.37 | [ 0.29,  0.44] |  8.59 | 477 | < .001***
LS.LS7                   |                 PPC.PPC3 |  0.45 | [ 0.37,  0.52] | 10.95 | 477 | < .001***
LS.LS7                   |                 PPC.PPC4 |  0.46 | [ 0.39,  0.53] | 11.37 | 477 | < .001***
LS.LS7                   |                 PPC.PPC5 |  0.51 | [ 0.44,  0.57] | 12.81 | 477 | < .001***
LS.LS7                   |                 PPC.PPC6 |  0.43 | [ 0.36,  0.50] | 10.48 | 477 | < .001***
LS.LS7                   |                   PS.PS1 |  0.41 | [ 0.33,  0.48] |  9.84 | 477 | < .001***
LS.LS7                   |                   PS.PS2 |  0.45 | [ 0.38,  0.52] | 11.16 | 477 | < .001***
LS.LS7                   |                   PS.PS3 |  0.48 | [ 0.41,  0.55] | 11.94 | 477 | < .001***
LS.LS7                   |                   PS.PS4 |  0.38 | [ 0.30,  0.45] |  8.84 | 477 | < .001***
LS.LS7                   |                   PS.PS5 |  0.40 | [ 0.32,  0.47] |  9.46 | 477 | < .001***
LS.LS7                   |                   PS.PS6 |  0.44 | [ 0.37,  0.51] | 10.80 | 477 | < .001***
LS.LS7                   |                   PS.PS7 |  0.44 | [ 0.36,  0.51] | 10.64 | 477 | < .001***
LS.LS7                   |                   PS.PS8 |  0.35 | [ 0.27,  0.43] |  8.23 | 477 | < .001***
LS.LS7                   |                   PS.PS9 |  0.43 | [ 0.35,  0.50] | 10.28 | 477 | < .001***
LS.LS7                   |                  PS.PS10 |  0.45 | [ 0.38,  0.52] | 11.05 | 477 | < .001***
LS.LS7                   |                  PS.PS11 |  0.46 | [ 0.38,  0.52] | 11.18 | 477 | < .001***
LS.LS7                   |                 PUI.PUI1 |  0.46 | [ 0.39,  0.53] | 11.45 | 477 | < .001***
LS.LS7                   |                 PUI.PUI2 |  0.45 | [ 0.37,  0.52] | 10.94 | 477 | < .001***
